HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Image_url,commands,Approve,Reject
3XU9MCX6VO6079MR0425UCH2HYBR2Q,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3DPNQGW4LM9KAO1N2XNW0GIOTTO460,AN3KR7C1SLYY3,Approved,Mon Oct 12 11:12:50 PDT 2015,Mon Oct 12 11:15:16 PDT 2015,Mon Oct 12 23:15:16 PDT 2015,Mon Oct 12 22:24:45 PDT 2015,,,146,100% (101/101),100% (101/101),100% (101/101),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0357.gif,place four blocks horizontally</br>place two blocks vertically below the second to the left block</br>place three blocks vertically below the rightmost block</br>place a block to the right of the bottom right block,X,
3SMIWMMK61ZEZHCFIIMHNUKBS4AWUH,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:08 PDT 2015,,,31EUONYN2WX9T7Q6MPADQ64SRDSVO5,A3GMT4AGHPT362,Approved,Mon Oct 12 13:08:24 PDT 2015,Mon Oct 12 13:10:36 PDT 2015,Tue Oct 13 01:10:36 PDT 2015,Mon Oct 12 22:24:27 PDT 2015,,,132,100% (53/53),100% (53/53),100% (53/53),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0373.gif,Place four blocks in a column</br>Place two blocks to the right of the second lowest block from the previous step</br>Place two blocks to the right of the lowest block from step one</br>Place two blocks directly underneath the two blocks from the previous,X,
34YWR3PJ284D8V5PUG4J06ABLHCX08,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:06 PDT 2015,,,3R08VXYT7DPFNQYCVDY71M1B8X6W7C,A365SN61J4UNGR,Approved,Mon Oct 12 11:11:32 PDT 2015,Mon Oct 12 11:14:07 PDT 2015,Mon Oct 12 23:14:07 PDT 2015,2015-10-13 06:15:19 UTC,,,155,100% (7/7),100% (7/7),100% (7/7),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0186.gif,"Start with a horizontal row of three blocks at the top. After that, place a row of four blocks horizontally directly below it with the fourth block extending out towards the left. The next step will be to place one single block below the furthest right block in the row of four. After that you will place two blocks in a horizontal row aligning with the bottom single block extending towards the left.",X,
3MXX6RQ9EVZPYALZRQH4IWEL0UK4P8,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:37 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:37 PDT 2015,,,3LYA37P8IRHBU27LJGRKIDTC4GRBKK,A2AWQIK6VWMKUT,Approved,Mon Oct 12 11:27:52 PDT 2015,Mon Oct 12 11:30:52 PDT 2015,Mon Oct 12 23:30:52 PDT 2015,2015-10-13 06:35:17 UTC,,,180,100% (17/17),100% (17/17),100% (17/17),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0151.gif,Place four blocks vertically</br>Place one block horizontally to the right of the bottom block</br>Place one block horizontally to the right of the last bottom block</br>Place two blocks vertically to the right of the bottom block</br>Place two blocks vertically to the right of the highest block,X,
3X878VYTIECAQKEOFLJ69EKRPQN7FS,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:39 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3DY4FPOOA2ICQKIMEHRHK19X200RVY,A2O31IKB0RQXPE,Approved,Mon Oct 12 11:24:23 PDT 2015,Mon Oct 12 11:25:17 PDT 2015,Mon Oct 12 23:25:17 PDT 2015,Mon Oct 12 22:24:42 PDT 2015,,,54,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0183.gif,"For the first column place five blocks vertically on top of each other. </br>Place three blocks horizontally, directly to the left of the bottom block in the first column.</br>Place two blocks horizontally, directly to the left of the second block from the top in the first column.",X,
336OE47KI2EECW1FN8WMJGMU6BJWV6,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:59 PDT 2015,,,3CTOC39K38KTH6YDOEFSCW7361D7J8,A1MJVTR0PCKBWW,Approved,Mon Oct 12 13:11:26 PDT 2015,Mon Oct 12 13:23:51 PDT 2015,Tue Oct 13 01:23:51 PDT 2015,Mon Oct 12 22:23:15 PDT 2015,,,745,100% (56/56),100% (56/56),100% (56/56),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0149.gif,place 4 blocks in row</br>place 1 block above the 3rd block of original row</br>palce 1 block above the 4th block of original row</br>place 1 block to the right of the last block placed</br>place 2 blocks below 4th block of original row</br>place 1 block to the right of the second-lowest block,X,
3XDJY5RK5SF2QFTV8CGYS21K8BC4U4,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:41 PDT 2015,,,337RC3OW06W1NMN99XULYP0YW89VLA,A1I9ZBV75AVWUS,Approved,Mon Oct 12 11:06:44 PDT 2015,Mon Oct 12 11:30:36 PDT 2015,Mon Oct 12 23:30:36 PDT 2015,Mon Oct 12 22:24:45 PDT 2015,,,1432,100% (73/73),100% (73/73),100% (73/73),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0842.gif,Place five blocks horizontally</br>Place one block above the farthest right block</br>Place three blocks above the farthest left block</br>Place one block to the right of the topmost block,X,
31N9JPQXIPCJ71XHQIOV8WIU5K4HNA,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:50 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:05 PDT 2015,,,3U088ZLJVLN15FYSAEDYM7RO0JHW0T,A138BU1VWM2RKN,Approved,Mon Oct 12 13:28:44 PDT 2015,Mon Oct 12 13:31:07 PDT 2015,Tue Oct 13 01:31:07 PDT 2015,2015-10-13 08:35:16 UTC,,,143,100% (28/28),100% (11/11),100% (11/11),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0533.gif,"Starting about one third in from the right side of the grid, place a column of five blocks.  The column should be centered between the top and bottom of the grid.</br>Place two blocks directly to the left of the second block from the top in your column of five.</br>Place two blocks directly to the left of the fourth block from the top in your column of five</br>Place one block directly to the left of the fifth block from the top in your column of five.",X,
3UEDKCTP9VKL6662GWA3PRCWXM47KU,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:39 PDT 2015,,,3XM0HYN6NLTACWGL6ZYIF2LW1NFEPT,A2WKZI3JQCE3Z6,Approved,Mon Oct 12 12:03:37 PDT 2015,Mon Oct 12 12:12:12 PDT 2015,Tue Oct 13 00:12:12 PDT 2015,Mon Oct 12 22:24:32 PDT 2015,,,515,100% (134/134),100% (134/134),100% (134/134),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0838.gif,"Place 5 blocks in a horizontal row</br>Move down and place blocks under the 2nd and 3rd blocks of the prior row.</br>Move down and place a block under the 2nd block of the prior row.</br>Move down and place 2 blocks, starting under the last block of the prior row.",X,
3NBFJK3IOHCNPQ2I7R6Q2L6YGUWGOP,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:30 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:52 PDT 2015,,,3GFK2QRXXAB00MKT7KJA32NFHRA5W5,A2O31IKB0RQXPE,Approved,Mon Oct 12 10:30:49 PDT 2015,Mon Oct 12 10:33:28 PDT 2015,Mon Oct 12 22:33:28 PDT 2015,Mon Oct 12 22:24:11 PDT 2015,,,159,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0289.gif,"Place four blocks vertically on top of each other. </br>Place two blocks horizontally, directly next to the second block from the top in the first column. </br>Place one block directly next to the third block from the top in the first column. </br>Place three blocks horizontally, directly next to the bottom block in the first column.",X,
3VEI3XUCZRRWZGNX22DHQPPVS83RPD,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:34 PDT 2015,,,37UEWGM5HU2W482O737SDD2HDW6R1M,A38BNV13AV0S8Y,Approved,Mon Oct 12 13:07:48 PDT 2015,Mon Oct 12 13:08:43 PDT 2015,Tue Oct 13 01:08:43 PDT 2015,Mon Oct 12 22:24:37 PDT 2015,,,55,100% (53/53),100% (53/53),100% (53/53),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0613.gif,place 4 vertical blocks</br>place 2 to the left of the top block</br>place one to the right of the 2nd to top block</br>place 2 blocks to the right of the bottom block</br>place 1 block underneath the middle bottom row,X,
39TX062QX1I9PN4MD3M2248IOTWX33,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:41 PDT 2015,,,3QY7M81QH8GOSQ4V6ZF4DB7GLQXK74,AOAZMLP27GD81,Approved,Mon Oct 12 10:57:27 PDT 2015,Mon Oct 12 11:53:36 PDT 2015,Mon Oct 12 23:53:36 PDT 2015,Mon Oct 12 22:23:34 PDT 2015,,,3369,100% (98/98),100% (98/98),100% (98/98),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0841.gif,Place four blocks vertically</br>Place four blocks horizontally to the right of the bottom block</br>Place two blocks horizontally to the right of the block second from the top,X,
335VBRURDJUMYP2LZ7XK5SQX8FVE9S,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:32 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:59 PDT 2015,,,3S3AMIZX3VZMQ1TH5Z1SPK442SUDCG,A3579N2TITA69M,Approved,Mon Oct 12 11:34:24 PDT 2015,Mon Oct 12 11:36:10 PDT 2015,Mon Oct 12 23:36:10 PDT 2015,Mon Oct 12 22:23:15 PDT 2015,,,106,100% (67/67),100% (65/65),100% (65/65),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0325.gif,place a row of three in the middle of the page</br>place a row of three above the first row starting at the first rows middle block.</br>Place three blocks above the first square of the top most row</br>place a box to the right of the top most box,X,
3ZTE0JGGCEMA8EMD55A7CULJI24OCN,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3OVHNO1VE7VZYU4RXDL00I5PBAGDZF,A1I9ZBV75AVWUS,Approved,Mon Oct 12 11:25:41 PDT 2015,Mon Oct 12 11:40:12 PDT 2015,Mon Oct 12 23:40:12 PDT 2015,Mon Oct 12 22:24:50 PDT 2015,,,871,100% (73/73),100% (73/73),100% (73/73),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0117.gif,Place four blocks horizontally</br>Place three blocks above the farthest left block</br>Place a block below the block second from the right</br>Place a block below the farthest right block</br>Place a block to the right of the farthest lower right block,X,
3VJ4PFXFJ31HS49CHDQP55NK0L8AUL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:54 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:23 PDT 2015,,,3O7L7BFSHFJIVATHT48Y65KKF9PEIM,A3TMUAPCRFG63N,Approved,Mon Oct 12 12:52:50 PDT 2015,Mon Oct 12 12:54:20 PDT 2015,Tue Oct 13 00:54:20 PDT 2015,Mon Oct 12 22:24:37 PDT 2015,,,90,100% (110/110),100% (110/110),100% (110/110),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0599.gif,place four blocks horizontally</br>place one block below the first block</br>place one block above the first block</br>place three blocks above the second block</br>place one block to the right of the highest block,X,
341YLJU21ITNEAJ8AH8WGKGBU2TI2E,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:36 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:58 PDT 2015,,,3O7L7BFSHFJIVATHT48Y65KKF9OEIL,A2O31IKB0RQXPE,Approved,Mon Oct 12 12:47:50 PDT 2015,Mon Oct 12 12:48:59 PDT 2015,Tue Oct 13 00:48:59 PDT 2015,Mon Oct 12 22:23:19 PDT 2015,,,69,100% (100/100),100% (100/100),100% (100/100),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0145.gif,"For the first column place five blocks vertically on top of each other. </br>Place three blocks horizontally, directly to the left of the first columns top block.</br>Place one block directly to the left of the block that is in the center of the first column</br>Place one block directly to the left of the block that is second from the bottom in the first column.",X,
37M4O367VJC19QSMDF8M6KQ4VL45MI,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:22:00 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:11 PDT 2015,,,3AWETUDC93MG65KDPRMBRFL23F3ZII,A24L9F9PD7ADP7,Approved,Mon Oct 12 13:27:58 PDT 2015,Mon Oct 12 16:04:54 PDT 2015,Tue Oct 13 04:04:54 PDT 2015,2015-10-13 11:05:17 UTC,,,9416,100% (21/21),100% (21/21),100% (21/21),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0748.gif,"Place five blocks horizontally in a row</br>Think of these blocks as 1,2,3,4,5 from left to right</br>Place one block above block 3</br>Place three blocks on top of block 5 in a vertical row</br>Place one block under block 5",X,
3BDORL6HKK7D5RETXXRB6PQOTPORCZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:44 PDT 2015,,,3I0BTBYZAYF5UKTSPFVM74C4BR50YK,A3579N2TITA69M,Approved,Mon Oct 12 11:42:37 PDT 2015,Mon Oct 12 11:43:23 PDT 2015,Mon Oct 12 23:43:23 PDT 2015,Mon Oct 12 22:23:39 PDT 2015,,,46,100% (67/67),100% (65/65),100% (65/65),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0446.gif,place a row of 5 about a third of the way down the page</br>place two blocks below the first block of the row</br>place three blocks below the fourth block of the row,X,
35JDMRECC431DZPTDD3UX9CKCSQGEL,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:25 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:39 PDT 2015,,,3P4MQ7TPPY6A1Z3RD3ERJAAMHMQBB8,A106CDZZ196UJG,Approved,Mon Oct 12 12:31:14 PDT 2015,Mon Oct 12 12:31:22 PDT 2015,Tue Oct 13 00:31:22 PDT 2015,2015-10-13 07:35:17 UTC,,,8,100% (29/29),100% (29/29),100% (29/29),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0229.gif,"Create two horizontal lines of four block directly parallel to each other.</br>Look at the block that on the first row and third column of the current shape, and place a block directly above that.</br>Place a block directly above the last block you placed.",X,
31HLTCK4BLPIFABF83S4XD06CNTGVR,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:35 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:35 PDT 2015,,,3FE7TXL1LJH3HS5KDSI6D62H9G42QZ,A25AX0DNHKJCQT,Approved,Mon Oct 12 11:02:56 PDT 2015,Mon Oct 12 11:05:58 PDT 2015,Mon Oct 12 23:05:58 PDT 2015,2015-10-13 06:10:17 UTC,,,182,100% (7/7),100% (7/7),100% (7/7),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0354.gif,Place a bottom row of four blocks.</br>Skip the first block on the left and place a block on top of each of the other three.</br>Stack three more blocks vertically on top of the center block of the three that were just placed.,X,
3ZQX1VYFTDZ8WBW0OTU2A8P0SBJ8O1,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3ZQIG0FLQFAHYGZ8DB1N70HEUFIVW8,A36SM7QM8OK3H6,Approved,Mon Oct 12 11:49:42 PDT 2015,Mon Oct 12 11:51:06 PDT 2015,Mon Oct 12 23:51:06 PDT 2015,2015-10-13 06:55:17 UTC,,,84,100% (13/13),100% (13/13),100% (13/13),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0351.gif,"place 1 column of 3 blocks</br>place 1 column of 5 blocks next to that, so that the beginning of each column is level with the one next to it (this column will extend 2 blocks farther than the first column of 3 blocks)</br>place a column of 2 blocks next to the bottom 2 blocks of the middle column.",X,
33TGB4G0LPBEO42GSISTKHCGIS9XTK,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:59 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:36:04 PDT 2015,,,3C2NJ6JBKBBIEVSSX0QP9C7C45YN2E,ARAQ71JSGEFD8,Approved,Mon Oct 12 13:30:40 PDT 2015,Mon Oct 12 13:34:27 PDT 2015,Tue Oct 13 01:34:27 PDT 2015,2015-10-13 08:35:20 UTC,,,227,100% (3/3),100% (3/3),100% (3/3),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0721.gif,Create a row of 5 blocks in the center of the grid.</br>Create a row of 1 blocks starting just above the end of the last block of the first row.</br>Create a row of 4 blocks above the first block of the second row that extends left.,X,
3UDTAB6HH6TN7ZNRR0Y5K3OTEEL901,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:41 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:38 PDT 2015,,,3HYA4D452SD6Q3FBZC7C17Y32ED2FN,A1LRJ2MQD4AMES,Approved,Mon Oct 12 13:29:13 PDT 2015,Mon Oct 12 13:30:24 PDT 2015,Tue Oct 13 01:30:24 PDT 2015,2015-10-13 08:35:16 UTC,,,71,100% (36/36),100% (36/36),100% (36/36),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0833.gif,Line 4 dots horizontally</br>Put 1 dot below the rightmost dot in the row</br>Put 1 dot below the 2nd dot from the left in the row</br>Line 4 dots horizontally below the 2 bottom dots such that the row lines up with the row of 4 above it,X,
3FULMHZ7OURJD7OMZAPC1SKQVP94MC,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:34 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:34 PDT 2015,,,3VNXK88KKDC6MKM0K0RVTG93WE79V6,A1T6EY2JB6S5ZZ,Approved,Mon Oct 12 13:03:07 PDT 2015,Mon Oct 12 13:09:57 PDT 2015,Tue Oct 13 01:09:57 PDT 2015,Mon Oct 12 23:43:12 PDT 2015,,,410,100% (40/40),100% (40/40),100% (40/40),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0350.gif,Place five blocks going down. </br>Place two blocks going left from the second block down from the first set.</br>Place one block going left from the second to last block in the first set.</br>Place two blocks going left from the last block from the first set.,X,
3TZ0XG8CBUE5POSUM4BKDIUBXCY89O,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:56 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:47 PDT 2015,,,3VAR3R6G1QVBIVUTEWZ3YSKKGFW8OI,A27PVIL93ZMY46,Approved,Mon Oct 12 13:32:02 PDT 2015,Mon Oct 12 13:34:24 PDT 2015,Tue Oct 13 01:34:24 PDT 2015,2015-10-13 08:35:20 UTC,,,142,100% (3/3),100% (3/3),100% (3/3),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0657.gif,On row 1 place a block in the third space.</br>On row 2 place a block in the third space.</br>On row 3 place blocks in the first through fourth spaces. </br>On row 4 place blocks in the first through fourth spaces.,X,
39I4RL8QGJBXLTNB8D9Z9NCUE39H4F,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:38 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:31 PDT 2015,,,3P1L2B7AD2J6X2EC8L873X6Q0FELO0,A12FFCHI91DBJV,Approved,Mon Oct 12 11:30:14 PDT 2015,Mon Oct 12 11:37:30 PDT 2015,Mon Oct 12 23:37:30 PDT 2015,2015-10-13 06:40:18 UTC,,,436,100% (1/1),100% (1/1),100% (1/1),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0801.gif,Place four blocks in a horizontal line</br>place two blocks below the third and forth block each in the right end</br>place two blocks above the first and last blocks as three in a line,X,
3CIS7GGG65DKIHQOXISB1ODBL05UEZ,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:44 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 12 13:35:45 PDT 2015,,,3WEV0KO0ONM2XIID2LRS4P8MOVLSDU,A18I566TMVVSFQ,Approved,Mon Oct 12 12:04:39 PDT 2015,Mon Oct 12 12:06:55 PDT 2015,Tue Oct 13 00:06:55 PDT 2015,Mon Oct 12 22:23:41 PDT 2015,,,136,100% (107/107),100% (90/90),100% (90/90),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0453.gif,"Working from bottom to top, first place a row of three blocks in a row, side by side.</br>Over the last row, place a row of four blocks, leaving one to overhang the left side of the previous row.</br>Over the second to left-most block of the previous row, place a vertical column of two blocks.</br>Over the right-most block of the row of four, place one block.",X,
3IKMEYR0LWPEK59WAKT8T0VOM6HK2Q,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:47 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:47 PDT 2015,,,3JWH6J9I9T7C28SOGTJ0A5AGYB7BN0,A24ZCFIA6MPZ84,Approved,Mon Oct 12 13:02:09 PDT 2015,Mon Oct 12 13:26:14 PDT 2015,Tue Oct 13 01:26:14 PDT 2015,Mon Oct 12 22:23:56 PDT 2015,,,1445,100% (68/68),100% (68/68),100% (68/68),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0483.gif,Place a column of five blocks in the middle of the page</br>Place a column of four blocks to the right of the four top most blocks in the column of five</br>Place one block to the left of the second from the top most block in the column of five,X,
3L21G7IH47Q2FPGHVVULXP0USFBY1H,3496Z8XDHMD731SQ4AEC009514RI2Z,Create instructions for making a scene of blocks,"Given a visual layout of blocks, give a sequence of commands for how you would tell someone to create this layout.","instructions,commands,blocks",$0.33,Mon Oct 12 10:21:25 PDT 2015,5,BatchId:2120678;,10800,43200,Mon Oct 19 10:21:25 PDT 2015,,,37Q970SNZF285N21MS7X3N7DZYMS18,A1KG5TGTLD3V8Y,Approved,Mon Oct 12 12:47:37 PDT 2015,Mon Oct 12 12:49:49 PDT 2015,Tue Oct 13 00:49:49 PDT 2015,2015-10-13 07:50:18 UTC,,,132,100% (13/13),100% (13/13),100% (13/13),http://nlp.stanford.edu/mkayser/images/generate_images.2015_10_12.01/img_0208.gif,Create an L using 8 blocks; 5 blocks in the vertical column and 4 blocks in the horizontal row. </br>Add one block to the bottom left of your L. </br>Add one block on top of the 2nd block to the left on the bottom section of your L.,X,
